36 75 81 97 97 54 12 75 34 43 86 51 .39 30 3 71 17 30 25 71 57 95 .77 85 96 51 79 18 37 .89 38 37 4 61 30 76 96 62 40 82 96 13 38 6 88 4 75 .42 87 5 65 43 44 43 54 6 .	-0.39562411121885366	0
25 79 46 19 70 47 17 84 43 98 15 27 37 .51 39 77 85 51 85 88 10 55 77 88 .43 43 41 10 41 36 6 41 .94 91 85 18 59 42 .17 77 78 73 65 43 76 30 37 14 77 18 80 67 .1 25 39 25 17 71 39 25 31 90 .50 80 46 22 55 55 73 33 64 0 35 99 64 39 27 93 .	2.368873738761264	0
13 12 57 19 30 77 27 93 .37 61 76 37 33 62 61 76 9 .17 54 97 73 54 60 25 68 82 39 .62 59 66 61 93 30 62 19 37 10 .43 43 46 51 13 75 26 37 17 .37 61 30 59 37 37 25 86 2 37 .15 1 34 66 66 27 77 87 88 6 .	-0.8112529318992994	0
33 23 13 59 86 59 27 .41 43 75 85 43 75 64 33 .73 27 64 70 64 60 93 73 75 75 .8 64 71 27 3 27 71 24 .7 64 6 86 37 37 57 42 55 43 .6 37 3 43 6 73 89 77 49 88 28 .82 43 47 75 75 6 37 85 10 15 82 8 .	-1.0466608147936403	0
8 75 75 75 76 33 77 35 43 95 .75 4 84 33 15 37 33 46 43 41 93 19 .23 7 41 43 69 88 75 6 7 47 .62 19 93 96 62 87 62 93 13 87 62 4 9 19 .43 43 54 49 37 84 65 6 .37 41 60 77 46 38 3 2 37 75 64 23 48 .	-1.224249015300652	0
21 93 97 18 18 43 95 71 47 65 .33 43 0 75 33 75 41 43 75 .95 9 59 78 19 19 24 30 3 77 .30 87 41 19 17 64 19 76 61 .19 77 47 77 77 78 15 77 77 18 78 74 77 .	1.7647416855404912	0
75 77 47 7 98 93 46 86 43 12 85 37 .49 77 62 77 88 19 18 34 58 95 78 82 75 .6 98 6 43 75 .21 75 6 75 8 19 41 75 43 78 7 27 59 43 .36 34 18 90 36 22 73 .	-1.4721058472873383	0
77 93 45 54 4 77 46 85 39 27 .36 99 77 88 57 18 6 .37 2 76 62 93 96 33 70 46 23 55 74 3 .76 6 70 62 74 18 93 76 42 62 .73 66 39 91 37 29 8 43 23 86 18 73 43 68 .90 77 79 43 18 6 57 97 36 5 89 .85 77 93 43 28 74 .	0.8100157279205544	0
37 27 55 43 90 25 13 98 80 30 37 18 23 17 86 .85 83 25 95 27 21 .	0.988094091717258	0
87 47 95 13 77 83 3 .75 36 43 59 75 36 83 7 15 28 .88 58 6 27 79 79 36 46 22 .40 70 77 88 41 62 77 .19 51 93 62 76 46 76 78 .	-2.0355298210767536	0
76 97 66 69 46 34 49 18 .46 29 82 15 40 39 40 34 .74 47 19 59 88 13 7 55 19 58 77 96 47 77 .74 62 37 30 58 15 33 96 19 19 46 13 62 19 62 .63 75 62 91 77 75 4 5 43 .	0.7550985415626428	0
